Ticker
MSFT
AAPL
NVDA
AMZN
META
BRKB
GOOGL
AVGO
GOOG
TSLA
JPM
LLY
V
UNH
XOM
COST
MA
NFLX
WMT
PG
JNJ
HD
ABBV
KO
BAC
CRM
PM
CSCO
MCD
CVX
ABT
ORCL
IBM
WFC
LIN
PEP
MRK
GE
T
PLTR
VZ
ACN
ISRG
RTX
TMO
NOW
PGR
INTU
DIS
ADBE
AMGN
QCOM
BKNG
GS
UBER
TJX
SPGI
AMD
TXN
CAT
NEE
AXP
BSX
UNP
GILD
BLK
SYK
HON
CMCSA
LOW
VRTX
PFE
SCHW
MS
TMUS
ADP
C
DHR
BA
FI
CB
MMC
AMAT
DE
PANW
COP
ETN
MDT
BMY
ELV
LMT
SO
AMT
MO
SBUX
CME
BX
WM
DUK
XTSLA
ADI
MDLZ
ICE
CI
PLD
WELL
KLAC
CVS
MCK
INTC
LRCX
CRWD
GEV
SPOT
AJG
ORLY
SHW
MU
TT
APH
ANET
CL
EQIX
GD
MMM
AON
PH
UPS
TDG
NOC
CTAS
APP
CDNS
KKR
CMG
MSI
MCO
WMB
ITW
ZTS
CEG
APO
NKE
DASH
MSTR
SNPS
HCA
COF
AZO
PYPL
FTNT
PNC
EOG
ROP
APD
USB
ECL
NEM
BDX
AFL
REGN
CRH
EMR
TRV
ADSK
AEP
BK
CSX
CPRT
AIG
MAR
OKE
HLT
JCI
HWM
KMI
ALL
CARR
RSG
ABNB
NSC
COR
SPG
LNG
WDAY
TFC
O
DLR
PAYX
SLB
FDX
PCAR
KMB
RCL
MRVL
KR
SNOW
FCX
ROST
EXC
PSA
FICO
AMP
FAST
D
GM
TGT
SRE
KVUE
GWW
KDP
CCI
MET
YUM
MNST
LHX
PEG
VRSK
MSCI
PSX
EW
CTVA
AXON
DFS
XEL
MPC
CMI
PWR
URI
ED
OTIS
FIS
VST
EA
BKR
AME
F
PCG
CBRE
HES
PRU
TTWO
TRGP
HUM
VLO
CTSH
COIN
ETR
SYY
WEC
DHI
HIG
NU
ACGL
FERG
GLW
WTW
NET
TEAM
VICI
CNC
GIS
VEEV
CAH
CSGP
VMC
IDXX
CHTR
RMD
ODFL
EBAY
LULU
IT
XYZ
RBLX
ALNY
STZ
MLM
GRMN
NDAQ
WAB
A
IR
EQT
GEHC
DDOG
BRO
AWK
EXR
AVB
VTR
HOOD
TSCO
DTE
BR
RJF
EFX
MTB
DXCM
ROK
AEE
XYL
HUBS
IQV
NUE
ANSS
KHC
DAL
CHD
PPL
ARES
OXY
EQR
CPNG
IP
VRT
DD
IRM
LEN
GDDY
LPLA
HSY
TYL
FANG
KEYS
STT
ATO
CNP
FE
FITB
EXE
MPWR
SBAC
PPG
MKL
DRI
TPL
CBOE
FTV
CVNA
TTD
VLTO
DOV
DELL
HPQ
K
CMS
STE
ADM
TDY
EIX
GPN
MTD
SW
MCHP
CPAY
UAL
VRSN
LYV
ZBH
ES
CINF
WRB
WBD
NVR
CDW
MOH
INVH
DOW
DG
MKC
WY
PHM
FCNCA
LDOS
NRG
WAT
LH
TROW
ZS
HBAN
HUBB
ZM
EXPE
SYF
IFF
HPE
CCL
CTRA
WSM
DGX
MAA
HAL
PODD
NI
DVN
CLX
LII
WSO
IBKR
RBA
NTRS
EME
RF
PTC
ESS
TSN
STLD
DECK
SNA
SMCI
BIIB
PKG
FWONK
OKTA
NTAP
PFG
NTRA
CASY
ULTA
HEIA
FDS
SSNC
DPZ
DKNG
TOST
GPC
NTNX
FNF
LUV
BURL
BJ
PINS
GWRE
CFG
LNT
SFM
ROL
EXPD
ON
FFIV
TPR
CSL
RS
L
TW
WST
DLTR
SUI
DOCU
COO
EVRG
BAX
EG
OMC
EQH
TRU
LYB
JBL
TRMB
J
BLDR
USFD
BALL
AVY
BAH
UNM
PNR
KIM
GEN
RPM
TWLO
AMCR
MAS
UDR
FSLR
PSTG
GGG
HOLX
BBY
DT
DOC
JKHY
ARE
KEY
IEX
ACM
WPC
REG
ELS
TXT
EL
RPRX
THC
CF
DUOL
WDC
CAG
FIX
UTHR
ALGN
GLPI
RNR
CW
SJM
APTV
OC
RGLD
TKO
RGA
MDB
JNPR
TER
AMH
ZBRA
ILMN
PFGC
POOL
CPT
SOFI
INSM
HEI
RVTY
JBHT
TXRH
XPO
PAYC
FOXA
LKQ
LVS
MSFUT
AKAM
SCI
DKS
AFRM
ALLE
FTI
BMRN
NDSN
TAP
EHC
CHRW
PNW
KNSL
ENTG
KMX
OHI
UHS
JLL
ITT
EWBC
NWSA
LECO
FTAI
EXEL
AVTR
BRBR
GL
AIZ
CLH
CNH
Z
WTRG
MANH
BG
NLY
PEN
WWD
CCK
SGI
LAMR
BWXT
TOL
RBC
DOX
RIVN
HST
GME
SAIA
BXP
CNM
AR
CACI
ATR
AFG
X
EMN
OWL
FYBR
SOLV
FHN
IPG
SWK
DTM
OGE
NBIX
MUSA
ACI
INCY
AIT
SWKS
ALLY
VTRS
CHE
HRL
QGEN
ORI
BLD
ARMK
INGR
OVV
CIEN
LBRDK
PCTY
PRI
G
EPAM
NVT
CUBE
COKE
HII
SSB
RL
HSIC
MOS
GMED
PLNT
DAY
MRNA
EXAS
MLI
MKTX
CG
LW
NYT
HRB
CRS
APG
TTEK
SF
HLI
FND
LAD
TECH
ALSN
SNX
WBA
DCI
WYNN
JEF
RRC
AOS
AYI
FRT
EGP
ADC
WMS
ROKU
BERY
CHDN
CWST
WBS
MORN
AES
EXP
BECN
AXS
MTCH
COHR
MTZ
BRX
RYAN
OLLI
NCLH
CPB
MEDP
DVA
SEIC
AGNC
CR
ENSG
HALO
NNN
HAS
MIDD
GPK
PR
CBSH
WING
SCCO
TTC
LNTH
LNW
CMA
HQY
ESTC
AXTA
AZEK
PNFP
COOP
REXR
NFG
RKLB
CAVA
WAL
EXLS
KBR
ENPH
PRMB
CART
RLI
MGM
UGI
MASI
BFAM
CFR
CVLT
UFPI
FN
SKX
EAT
CELH
SSD
KD
ESAB
WCC
DOCS
KNX
PCOR
ALAB
ALB
BBWI
RGEN
GNRC
ZION
FBIN
RRX
JAZZ
BROS
PARA
WTFC
EVR
AAL
MTSI
TFX
IDA
FAF
WH
AWI
MTG
UMBF
SPXC
U
AA
DBX
PB
ESNT
ONTO
BPOP
TREX
AUR
FOX
CORT
BSY
VNO
POST
STAG
LSCC
BFB
FR
VMI
ONB
ATI
SAIC
R
OSK
FCN
HR
SLM
FLR
LRN
GTLB
OPCH
FLS
TMHC
SNV
RVMD
BMI
STWD
BWA
THG
CZR
KEX
VOYA
CHRD
ALK
APA
NXT
UHALB
LPX
QRVO
HLNE
SIGI
COLD
MDGL
MHK
CRDO
BEN
MMSI
CROX
MTN
AM
AAON
XP
ACIW
EPRT
ARW
CRL
RHI
AGCO
LOPE
CFLT
GTLS
MSA
CTRE
TRNO
KNF
OLED
IONQ
WEX
SITE
BPMC
RMBS
HIMS
APPF
GPI
GH
ETSY
FOUR
LNC
WTS
CMC
GATX
HOMB
IDCC
GNTX
MAT
JXN
H
RITM
KTOS
RHP
S
SN
TGTX
AMG
LSTR
SPSC
BCPC
VNT
IVZ
OMF
PATH
NJR
SRPT
NXST
VNOM
FSS
SKY
RDN
MTDR
VRNS
CSWI
MTH
BBIO
MOGA
QLYS
WSC
GBCI
DAR
CRUS
NOV
ABG
ADMA
CHX
JBTM
BIO
FMC
SWX
GKOS
HXL
QTWO
SR
AHR
FCFS
PECO
SIRI
DINO
AL
WHR
ITRI
AN
CNX
GLOB
UBSI
CCCS
ZWS
ELAN
ALKS
MKSI
COLB
DLB
KRG
BOX
TXNM
CYTK
IONS
CUZ
CE
POR
VVV
INSP
BRKR
WTM
BILL
CWAN
MMS
OZK
SON
FNB
CALM
ORA
MOD
PBH
HWC
ROIV
LEA
STRL
BYD
CBT
AVT
SBRA
GTES
NOVT
ATGE
FFIN
DY
AVAV
BIPC
OGS
SPR
KRYS
MARA
CGNX
ESI
EXPO
IRT
VFC
JHG
SLGN
SANM
GXO
ESGR
FELE
BCC
PLMR
KAI
AGO
ITGR
BDC
TENB
IBP
CBZ
BKH
EEFT
CADE
LYFT
LAZ
GAP
PVH
CNO
TKR
TPG
VLY
ANF
CNR
PIPR
MSGS
NSIT
CVCO
TDS
ESE
ALE
NEU
BCO
MWA
ACA
LFUS
SKYW
SNDK
VRRM
RYN
EPR
AXSM
SEE
FRPT
CLF
LUMN
KMPR
MGY
LITE
SFBS
AROC
PCVX
MSM
NWS
ENS
KBH
CHH
RDNT
SLG
HL
ROAD
LANC
THO
CDE
URBN
KRC
GEO
CACC
FIVE
PRGO
MAC
FLO
BEPC
SKT
KFY
PLXS
GFS
AX
NPO
SNEX
CRVL
HRI
AVA
BE
WK
MP
NWE
LINE
PEGA
GVA
PCH
GLNG
DORM
M
MDU
MATX
OSIS
STNE
BC
LLYVK
IBOC
LOAR
MGEE
RARE
SXT
AEIS
BXMT
ASB
SMPL
ICUI
ABCB
BHF
MC
OTTR
NHI
MPW
PJT
HAE
KTB
BOOT
COMP
RUSHA
AMED
STEP
GMS
FTDR
FUN
AUB
TCBI
PTCT
CNK
WDFC
WNS
PAG
WLK
PSN
IRTC
ST
FUL
TNL
NSP
OGN
RYTM
WFRD
ABM
UPST
SHAK
MHO
MRP
GFF
AWR
VIRT
ELF
PRIM
GHC
ADT
MIR
ZG
FBP
INTA
ASO
MUR
WAY
RELY
ATMU
CWT
TPH
CDP
HEES
FHB
CPK
FCPT
SLAB
NMIH
WSFS
ASTS
APLE
CBU
HASI
RH
ALGM
TGNA
DNB
ASGN
CIVI
HIW
PATK
BGC
AKRO
AVNT
RNST
GSHD
IAC
UNF
NE
SATS
CPRX
POWI
GNW
BNL
JWN
EBC
RNA
HGV
WD
PRVA
SARO
IRDM
AMTM
CARG
WU
DXC
HOG
GT
SITM
SIG
FRSH
BLKB
BWIN
SM
AZZ
SOUN
PSMT
LTH
BL
NVST
LAUR
TMDX
HURN
LCID
XRAY
PRGS
ASH
ACHC
DRS
PDCO
YETI
ENVA
FULT
CATY
OLN
WSBC
TNET
CRC
SWTX
W
BUR
ZI
PTGX
OSCR
YELP
JOBY
FLG
HCC
CXW
PENN
EVTC
MGRC
CWEN
CNXC
VIAV
WHD
CRNX
EPAC
ALRM
INDB
BOH
NSA
WEN
RIOT
HWKN
ACLX
BANF
TEX
HUN
MAN
SFNC
PFSI
ACHR
VCYT
GPOR
VCEL
ALHC
RXO
AI
BKU
UCB
PTEN
VCTR
REZI
VKTX
CNS
NUVL
DEI
MRCY
SAM
HUBG
CCOI
AKR
FIBK
ACVA
ALIT
SRRK
CVBF
CXT
CLSKW
YOU
AVPT
ATKR
RNG
BFH
IOSP
PRCT
PK
CON
BIRK
ZETA
SLVM
TWST
LXP
OUT
SG
VERX
BANR
PAR
PTON
BRZE
JJSF
TDC
MQ
FFBC
SSRM
SMG
CHEF
LCII
HNI
PFS
PPC
FORM
COLM
PYCR
BOKF
AGX
NOG
SMTC
TGI
CURB
IPAR
CAKE
NWL
FOLD
KAR
TOWN
RRR
PRDO
AEO
APAM
TRN
TRMK
VAC
NATL
UE
ENR
AIN
COTY
BATRK
VSEC
PRK
AAP
WLY
HHH
LBTYK
NTB
HP
DOCN
FRME
SPB
APLS
ECG
TBBK
PINC
LZB
POWL
IVT
AIR
SYNA
PII
ACAD
SYBT
CALX
RKT
NCNO
CENTA
RGTI
PHIN
VAL
WAFD
LIVN
FWONA
SMMT
DV
LBTYA
VC
PGNY
BFA
WERN
STRA
AMKR
REVG
UEC
CSGS
GRBK
PAYO
MYRG
NBTB
STC
TTMI
MTX
HAYW
IPGP
FIVN
ADUS
ENOV
OI
SHO
EPC
CPRI
KLIC
IGT
SKWD
LBRT
OSW
BUSE
ALKT
PLUS
AGYS
QDEL
TDW
EFSC
CASH
ROCK
GOLF
SEM
NVCR
PBF
HMN
SXI
NMRK
TARS
DIOD
SHC
STNG
ABR
FBK
HBI
CCS
PPBI
AGM
PAGS
PRKS
ZD
RIG
WKC
DNOW
AGL
KNTK
RAMP
SGRY
CHCO
CC
HE
BCRX
TGLS
AGIO
DVAX
PD
CNMD
SHOO
UFPT
MIRM
SUPN
KMT
WGS
OII
CRK
ALG
BHVN
DNLI
AMBA
PI
MBC
EXTR
BANC
ACLS
ASTH
HI
ICFI
SJW
LGND
OFG
CLVT
DRH
WRBY
ARCB
LMAT
HTH
WMK
CAR
UPWK
MTRN
LNN
ATRC
GNL
NTST
MNKD
KN
AVDX
IIPR
BLX
CABO
DJT
VSCO
PRM
UTI
BHE
SBCF
GO
IESC
VSH
INFA
KWR
QS
SDRL
LMND
SLNO
ANDE
MCY
VRE
WOR
DAN
CRI
COCO
VYX
OMCL
TVTX
BEAM
ATSG
NWN
HCI
ELME
UPBD
JOE
JBGS
HLMN
QBTS
UVV
ANIP
MLKN
TPB
MSGE
RPD
BTU
AS
ARWR
IDYA
WABC
GBX
STEL
NNI
ARI
LGIH
IART
TRUP
UNFI
SMR
AMR
HRMY
LLYVA
DDS
CODI
BLBD
SNDR
LTC
AMRX
REYN
MGNI
ADEA
ARQT
NIC
APGE
NTCT
CRGY
TNC
KLG
IMAX
INSW
GTY
EVRI
FCF
ALEX
RUN
QCRH
NEOG
GEF
CUBI
FBNC
TDOC
APOG
CORZ
MSEX
VSTS
CWK
RLJ
NHC
KGS
WT
TRIP
INVA
UI
INOD
LBRDA
DESP
LKFN
CTS
DBRG
DHT
USLM
PHR
EIG
NEO
NGVT
LFST
ASAN
AIV
SDGR
XHR
PMT
CERT
PRA
JBLU
LENB
RXRX
ACT
ACMR
FIZZ
STR
STBA
BFC
NWBI
SCL
JAMF
NAVI
PEB
KYMR
CRAI
PLAB
BKD
VITL
EVH
SAFT
TFIN
INMD
THS
OCUL
PZZA
CNNE
LMB
APPN
HLIT
VECO
LADR
PCRX
MD
GIII
TNDM
SPNT
AMWD
ROG
AZTA
TPC
AUPH
BBSI
VRNT
NBHC
NN
SPT
DBD
TILE
DRVN
FDP
PRG
IMKTA
MCRI
SONO
HOPE
BTSG
BHLB
CSR
ESRT
CLDX
LZ
FA
DFIN
UNIT
ADNT
AMC
PEBO
UAA
TCBK
VRTS
LQDA
UMH
RSI
SCS
TWO
VICR
SFL
WINA
VSAT
FL
FLYW
PWP
UA
DOLE
WWW
LEG
FIHL
VBTX
IDT
AORT
HUT
TALO
SBSI
AMPH
FUBO
WGO
SGHC
NVEE
USPH
CNA
MFA
AESI
ROOT
BKE
CSTM
IMVT
MODG
AMSF
PRLB
EYE
EWTX
ARDX
JBI
FBRT
LC
CDNA
OXM
LGFB
MRC
CXM
TXG
ATEN
VERA
SOC
KFRC
DK
SBH
SPRY
COUR
TNK
PLUG
MDXG
ARR
OCFC
SWI
KALU
ADPT
CBRL
HLX
DCOM
SXC
ENVX
UCTT
PENG
LILAK
HELE
CGON
CCB
GABC
FOXF
AAT
COLL
CENX
GSAT
DXPE
RDFN
NVAX
EFC
PARR
CNOB
GBTG
SAFE
HLIO
AAMI
VRDN
DGII
CIM
HSTM
FMBH
NEXT
SRCE
ERII
APLD
CWENA
NSSC
DEA
GERN
NXRT
KNSA
PNTG
KW
THR
CARS
SCSC
HCKT
PDM
RDVT
SNDX
GOGL
ETNB
OBK
UVE
NX
